English,CEFR,gender,word,wordAudio,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
"bartender, barista",A2,noun,barista,,persona che serve bevande in un bar,,La barista prepara sempre un ottimo cappuccino.,The barista always makes an excellent cappuccino.,
enough,A2,adverb,basta,,"è sufficiente, non occorre altro",,"Basta così, grazie!","That's enough, thank you!",
be enough,A2,verb,bastare,,essere sufficiente a coprire un bisogno,,Una sola fetta di torta mi basta.,One slice of cake is enough for me.,
beat,A2,verb,battere,,colpire ripetutamente o una volta,,Il mio cuore batte forte quando corro.,My heart beats fast when I run.,
battery,A2,feminine,batteria,,insieme di strumenti a percussione o batteria elettrica,,La batteria del mio telefono è scarica.,My phone battery is dead.,
baby,A2,masculine,bebè,,bambino molto piccolo,,Il bebè dorme nella culla.,The baby is sleeping in the crib.,
Belgium,A2,masculine,Belgio,,stato europeo confinante con la Francia,,Il Belgio è famoso per il cioccolato e la birra.,Belgium is famous for chocolate and beer.,
beauty,A2,feminine,bellezza,,qualità di ciò che è bello,,La bellezza del paesaggio mi ha lasciato senza parole.,The beauty of the landscape left me speechless.,
pretty,A2,adjective,bellino,,"piacevole nell’aspetto, grazioso",,Che bambino bellino!,What a cute baby!,
"beverage, drink",A2,feminine,bevanda,,liquido che si beve,,"Vorrei una bevanda fresca, per favore.","I'd like a cold drink, please.",
ticket machine,A2,feminine,biglietteria,,ufficio o sportello dove si vendono titoli di viaggio,,La biglietteria apre alle otto di mattina.,The ticket machine opens at eight in the morning.,
ticket,A2,masculine,biglietto,,titolo che consente l’ingresso o il viaggio,,Ho comprato un biglietto per il concerto di stasera.,I bought a ticket for tonight's concert.,
blond,A2,adjective,biondo,,con capelli chiari o gialli,,Mia sorella ha i capelli biondi.,My sister has blond hair.,
need,A2,masculine,bisogno,,necessità o esigenza,,Ho bisogno di un po' di silenzio per concentrarmi.,I need some silence to concentrate.,
"bag, stock market",A2,feminine,borsa,,contenitore portatile per oggetti personali,,Maria ha messo il cellulare nella borsa.,Maria put her cell phone in her purse.,
woods,A2,masculine,bosco,,area naturale con molti alberi,,Camminiamo nel bosco la domenica.,We walk in the woods on Sundays.,
button,A2,masculine,bottone,,disco piccolo usato per chiudere un indumento,,Ho perso un bottone della camicia.,I lost a button from my shirt.,
bracelet,A2,masculine,bracciale,,ornamento da polso,,Ho comprato un bracciale di cuoio al mercato.,I bought a leather bracelet at the market.,
arm,A2,masculine,braccio,,arto superiore dell’uomo,,Mi fa male il braccio dopo l'esercizio.,My arm hurts after exercising.,
"brief, short",A2,adjective,breve,,di breve durata,,Abbiamo fatto una breve pausa durante il viaggio.,We took a short break during the trip.,
caterpillar,A2,masculine,bruco,,larva di farfalla,,Il bruco diventerà una farfalla.,The caterpillar will become a butterfly.,
laundry,A2,masculine,bucato,,insieme di panni lavati o da lavare,,Il bucato è steso fuori al sole.,The laundry is hanging outside in the sun.,
dark,A2,adjective,buio,,privo di luce,,Era una stanza buia senza finestre.,It was a dark room with no windows.,
darkness,A2,masculine,buio,,assenza di luce,,Ho paura del buio quando dormo da solo.,I'm afraid of the dark when I sleep alone.,
envelope,A2,feminine,busta,,involucro sottile di carta o plastica per lettere o oggetti,,Metto la lettera nella busta.,I’m putting the letter in the envelope.,
"throw, throw away",A2,verb,buttare,,gettare via,,Non devi buttare la carta per terra.,You must not throw paper on the ground.,
fall,A2,verb,cadere,,muoversi verso il basso senza controllo,,Attento a non cadere sulle scale!,Careful not to fall on the stairs!,
fall,A2,feminine,caduta,,atto di cadere,,"Dopo la caduta, ha avuto bisogno di ghiaccio sul ginocchio.","After the fall, he needed ice on his knee.",
"soccer player, football player",A2,masculine,calciatore,,giocatore che pratica il calcio,,Il calciatore segna molti gol ogni settimana.,The soccer player scores many goals every week.,
calendar,A2,masculine,calendario,,"tabella che indica giorni, settimane e mesi dell’anno",,Il calendario sul muro è pieno di appunti.,The calendar on the wall is full of notes.,
calm,A2,verb,calmare,,rendere tranquillo,,La mamma cerca di calmare il bambino che piange.,The mother tries to calm the crying child.,
calm,A2,adjective,calmo,,che non è agitato,,Il mare oggi è calmo.,The sea is calm today.,
change,A2,verb,cambiare,,rendere diverso da prima,,Voglio cambiare stanza perché questa è troppo piccola.,I want to change rooms because this one is too small.,
shirt,A2,feminine,camicia,,indumento maschile o femminile con bottoni davanti,,La camicia azzurra è molto elegante.,The blue shirt is very elegant.,
fireplace,A2,masculine,camino,,condotto o struttura per evacuare fumo o calore,,C'è un camino acceso nella sala.,There is a lit fireplace in the living room.,
bell,A2,masculine,campanello,,dispositivo che produce suono all’ingresso di una casa,,Suona il campanello prima di entrare.,Ring the doorbell before entering.,
campsite,A2,masculine,campeggio,,attività ricreativa svolta con tende o roulotte,,Dormiamo in un campeggio vicino al lago.,We sleep at a campsite near the lake.,
field,A2,masculine,campo,,terreno usato per coltivazione o gioco,,Giochiamo a calcio nel campo dietro casa.,We play soccer in the field behind the house.,
channel,A2,masculine,canale,,condotto artificiale o naturale per acqua o comunicazioni,,Cambio canale quando il programma non mi piace.,I change the channel when I don't like the program.,
cancel,A2,verb,cancellare,,eliminare scritte o segni,,Ho dovuto cancellare l’appuntamento con il medico.,I had to cancel the doctor’s appointment.,
gate,A2,masculine,cancello,,struttura che chiude l’entrata di una proprietà,,Il cancello del giardino è aperto.,The garden gate is open.,
"basement, cellar",A2,feminine,cantina,,locale sotterraneo usato per conservare vino o cibi,,La cantina è piena di vecchie bottiglie di vino.,The cellar is full of old wine bottles.,
song,A2,masculine,canto,,produzione musicale con voce,,Mi piace ascoltare il canto degli uccelli.,I like listening to the singing of birds.,
song,A2,feminine,canzone,,composizione musicale cantata,,Questa canzone è la mia preferita.,This song is my favorite.,
capable,A2,adjective,capace,,che ha la capacità di fare qualcosa,,Luca è capace di risolvere il problema da solo.,Luca is capable of solving the problem on his own.,
hair,A2,masculine,capelli,,insieme di peli che crescono sul capo umano,,Hai dei capelli molto lunghi e belli.,You have very long and beautiful hair.,
hair,A2,masculine,capello,,copricapo che si porta in testa,,Hai un capello sulla maglietta.,You have a hair on your shirt.,
capital city,A2,feminine,capitale,,città principale di uno stato o regione,,Roma è la capitale d'Italia.,Rome is the capital of Italy.,
New Year's,A2,masculine,capodanno,,primo giorno dell’anno celebrato come festa,,A Capodanno guardiamo i fuochi d'artificio.,"On New Year's, we watch the fireworks.",
coat,A2,masculine,cappotto,,indumento pesante che copre il corpo per proteggersi dal freddo,,Oggi metto il cappotto perché fa freddo.,I'm wearing a coat today because it's cold.,
paper,A2,feminine,carta,,"foglio sottile usato per scrivere, stampare o avvolgere",,Ho scritto una lista sulla carta.,I wrote a list on paper.,
helmet,A2,masculine,casco,,copertura protettiva rigida per la testa,,Metti sempre il casco quando vai in moto.,Always wear a helmet when you ride a motorcycle.,
register,A2,feminine,cassa,,contenitore di denaro in un negozio,,Pago alla cassa e poi vado via.,I pay at the register and then leave.,
drawer,A2,masculine,cassetto,,vano scorrevole in un mobile,,Ho trovato le chiavi nel cassetto.,I found the keys in the drawer.,
castle,A2,masculine,castello,,edificio fortificato con torri e mura,,Il castello medievale è molto famoso.,The medieval castle is very famous.,
cathedral,A2,feminine,cattedrale,,chiesa principale di una città,,Abbiamo visitato la cattedrale durante il viaggio.,We visited the cathedral during the trip.,
horse,A2,masculine,cavallo,,grande animale usato per cavalcare o lavorare,,Il cavallo corre veloce nel prato.,The horse runs fast in the meadow.,
cabbage,A2,masculine,cavolo,,pianta commestibile con foglie verdi,,Il cavolo è molto sano e fa bene alla dieta.,Cabbage is very healthy and good for your diet.,
celebrate,A2,verb,celebrare,,festeggiare un evento solenne,,Vogliamo celebrare il compleanno di Marco con una festa.,We want to celebrate Marco's birthday with a party.,
central,A2,adjective,centrale,,che si trova nel mezzo o è principale,,La stazione centrale è molto grande.,The central station is very big.,
cereal,A2,masculine,cereale,,pianta i cui semi si usano come alimento,,A colazione mangio sempre un cereale con il latte.,"For breakfast, I always eat cereal with milk.",
"certain, sure",A2,adjective,certo,,"indubitabile, sicuro",,Sono certo di aver chiuso la porta.,I'm sure I closed the door.,
bin,A2,masculine,cestino,,contenitore piccolo per oggetti,,Metto la carta nel cestino.,I put the paper in the bin.,
trash can,A2,masculine,cestino dei rifiuti,,contenitore per gettare spazzatura,,Il cestino dei rifiuti è pieno.,The trash can is full.,
basket,A2,masculine,cesto,,contenitore intrecciato per oggetti o cibo,,Ho messo la frutta nel cesto.,I put the fruit in the basket.,
champagne,A2,masculine,champagne,,vino spumante francese,,Abbiamo brindato con dello champagne per festeggiare.,We toasted with champagne to celebrate.,
chat,A2,verb,chiacchierare,,parlare in modo informale e leggero,,Ci piace chiacchierare al parco nel pomeriggio.,We like to chat in the park in the afternoon.,
clear,A2,adjective,chiaro,,"che ha molta luce, evidente",,La spiegazione è chiara.,The explanation is clear.,
ask,A2,verb,chiedere,,domandare qualcosa a qualcuno,,Posso chiedere un'informazione?,Can I ask a question?,
church,A2,feminine,chiesa,,edificio dedicato al culto religioso,,La chiesa è aperta fino alle sei.,The church is open until six o'clock.,
nail,A2,masculine,chiodo,,piccolo oggetto di metallo a punta per fissare materiali,,Ho usato un chiodo per appendere il quadro.,I used a nail to hang the picture.,
close,A2,verb,chiudere,,rendere non aperto un varco o oggetto,,Devo chiudere la finestra prima di uscire.,I must close the window before going out.,
cherry,A2,feminine,ciliegia,,frutto rosso dolce che cresce sugli alberi omonimi,,Ho mangiato una ciliegia molto dolce.,I ate a very sweet cherry.,
belt,A2,feminine,cintura,,accessorio che si porta intorno alla vita,,Metto sempre la cintura in macchina.,I always put on the seatbelt in the car.,
"that is, namely",A2,adverb,cioè,,"ossia, vale a dire",,"Vorrei qualcosa di leggero, cioè un piatto senza carne.","I'd like something light, that is, a dish without meat.",
onion,A2,feminine,cipolla,,ortaggio dal bulbo commestibile dall’odore forte,,Taglio la cipolla per fare il sugo.,I'm cutting the onion to make the sauce.,
about,A2,preposition,circa,,"approssimativamente, più o meno",,Il film dura circa due ore.,The movie is about two hours long.,
citizen,A2,masculine,cittadino,,abitante di una città,,Ogni cittadino ha il diritto di votare.,Every citizen has the right to vote.,
"classic, classical",A2,adjective,classico,,che appartiene a un modello tradizionale e riconosciuto,,Mi piace ascoltare musica classica.,I like listening to classical music.,
"weather, climate",A2,masculine,clima,,insieme delle condizioni atmosferiche di una regione,,Il clima oggi è molto caldo.,The weather today is very hot.,
tail,A2,feminine,coda,,parte finale del corpo di un animale,,C'è una lunga coda alla posta.,There's a long line at the post office.,
necklace,A2,feminine,collana,,ornamento da portare al collo,,Ho comprato una collana d'argento per mia madre.,I bought a silver necklace for my mother.,
colleague,A2,noun,collega,,persona che lavora con un’altra,,La mia collega di lavoro è molto simpatica.,My coworker is very nice.,
collect,A2,verb,collezionare,,raccogliere oggetti in una raccolta ordinata,,Mia sorella ama collezionare francobolli.,My sister loves collecting stamps.,
collection,A2,feminine,collezione,,raccolta di oggetti con carattere comune,,La mia collezione di monete è molto grande.,My coin collection is very large.,
hill,A2,feminine,collina,,rilievo naturale di piccola altezza,,Siamo saliti sulla collina per vedere il panorama.,We climbed the hill to see the view.,
neck,A2,masculine,collo,,parte anteriore del collo umano o animale,,Mi fa male il collo dopo aver dormito male.,My neck hurts after sleeping badly.,
"colorful, colourful",A2,adjective,colorato,,ricco di colori,,Mi piacciono i vestiti colorati in estate.,I like colorful clothes in the summer.,
Colosseum,A2,masculine,Colosseo,,famoso anfiteatro di Roma,,Il Colosseo è uno dei monumenti più famosi di Roma.,The Colosseum is one of the most famous monuments in Rome.,
"fault, blame",A2,feminine,colpa,,responsabilità per un errore o mancanza,,"Non è tutta colpa sua, dobbiamo capire meglio.",It's not all his fault; we need to understand better.,
"hit, strike",A2,verb,colpire,,colpire con forza fisica o figurata,,Ha colpito la palla con molta forza.,He hit the ball with great force.,
"hit, strike",A2,masculine,colpo,,atto di percuotere o evento improvviso,,Ha ricevuto un colpo alla testa durante il gioco.,He received a blow to the head during the game.,
knife,A2,masculine,coltello,,strumento da taglio con manico e lama,,"Usa il coltello con attenzione, è affilato.","Use the knife carefully, it is sharp.",
how come,A2,adverb,come mai,,per quale motivo,,Come mai non sei venuto alla festa?,How come you didn't come to the party?,
commercial,A2,adjective,commerciale,,che riguarda le attività economiche,,Quella zona è piena di attività commerciali.,That area is full of commercial activities.,
commerce,A2,masculine,commercio,,attività di scambio di beni e servizi,,Il commercio tra i due paesi è aumentato.,Trade between the two countries has increased.,
comfortable,A2,adjective,comodo,,che dà agio o comodità,,Questa sedia è molto comoda.,This chair is very comfortable.,
company,A2,feminine,compagnia,,compagnia di persone o società,,Stasera ho compagnia a cena.,I have company for dinner tonight.,
